ID,Account,Email,AGE,Commute,Education,Occupation,Gender,Flag,Married,Cars,HomeChild,TotalChild,Income,Territory,YTD
27198,AW00027198,jocelyn13@adventure-works.com,52,"0-1 Miles","Graduate Degree","Skilled Manual",F,0,S,0,0,0,75001-100000,Northwest,0
27339,AW00027339,ann11@adventure-works.com,43,"5-10 Miles",Bachelors,Professional,F,0,S,2,0,0,50001-75000,Australia,0
17946,AW00017946,jocelyn14@adventure-works.com,59,"0-1 Miles","Graduate Degree",Clerical,F,1,M,0,0,1,25001-50000,Germany,1
20741,AW00020741,jocelyn15@adventure-works.com,65,"1-2 Miles","High School",Manual,F,1,S,2,0,2,0-25000,Southwest,0
16238,AW00016238,ann12@adventure-works.com,60,"0-1 Miles","Partial College",Clerical,F,1,M,1,0,1,25001-50000,Southwest,0
29212,AW00029212,jocelyn16@adventure-works.com,52,"2-5 Miles",Bachelors,Management,F,1,S,4,1,4,75001-100000,Northwest,0
23336,AW00023336,jocelyn17@adventure-works.com,42,"5-10 Miles","High School","Skilled Manual",F,1,M,2,0,0,25001-50000,Southwest,0
21948,AW00021948,ann13@adventure-works.com,49,"0-1 Miles","Graduate Degree",Management,F,1,M,0,0,1,75001-100000,Australia,1
11165,AW00011165,jocelyn18@adventure-works.com,45,"1-2 Miles","Partial College","Skilled Manual",F,0,M,1,0,0,50001-75000,Southwest,0
22879,AW00022879,jocelyn19@adventure-works.com,56,"0-1 Miles","Partial College","Skilled Manual",F,1,M,1,0,1,50001-75000,Southwest,0
24333,AW00024333,ann14@adventure-works.com,55,"2-5 Miles",Bachelors,Professional,F,1,S,1,0,1,50001-75000,Northwest,0
23576,AW00023576,ann15@adventure-works.com,74,"5-10 Miles","High School","Skilled Manual",F,1,M,2,0,5,0-25000,Australia,0
17113,AW00017113,clarence27@adventure-works.com,47,"0-1 Miles","Partial College",Clerical,M,1,S,1,2,2,25001-50000,Germany,0
25793,AW00025793,ann16@adventure-works.com,65,"10+ Miles","Partial College",Professional,F,0,M,1,5,2,"greater than 100000",Germany,1
23623,AW00023623,jocelyn20@adventure-works.com,67,"2-5 Miles","High School",Professional,F,1,M,3,1,4,75001-100000,France,0
26695,AW00026695,jocelyn21@adventure-works.com,62,"2-5 Miles","Partial College",Professional,F,1,M,2,0,3,75001-100000,Southwest,1
28990,AW00028990,ann17@adventure-works.com,74,"10+ Miles","Partial High School",Clerical,F,1,S,2,0,5,25001-50000,Southwest,0
18693,AW00018693,ann18@adventure-works.com,49,"0-1 Miles","Graduate Degree",Management,F,1,S,0,0,1,75001-100000,Australia,1
12192,AW00012192,jocelyn22@adventure-works.com,63,"1-2 Miles","Partial High School","Skilled Manual",F,0,S,2,0,2,50001-75000,Northwest,0
26629,AW00026629,miranda0@adventure-works.com,58,"0-1 Miles","Partial College","Skilled Manual",F,1,M,1,0,1,50001-75000,Canada,0
14518,AW00014518,ann19@adventure-works.com,70,"5-10 Miles","High School","Skilled Manual",F,1,M,2,1,2,0-25000,Australia,0
12931,AW00012931,ann20@adventure-works.com,49,"2-5 Miles","Graduate Degree",Professional,F,1,S,2,5,5,50001-75000,Southwest,0
18819,AW00018819,miranda1@adventure-works.com,55,"1-2 Miles",Bachelors,Management,F,1,M,2,1,3,"greater than 100000",Southwest,1
15854,AW00015854,miranda2@adventure-works.com,51,"10+ Miles",Bachelors,Management,F,0,M,1,1,0,"greater than 100000",Southwest,0
15651,AW00015651,ann21@adventure-works.com,57,"1-2 Miles","Partial College",Manual,F,0,S,0,1,1,0-25000,France,0
21062,AW00021062,miranda3@adventure-works.com,51,"0-1 Miles",Bachelors,Clerical,F,0,S,1,1,1,25001-50000,France,0
14598,AW00014598,miranda4@adventure-works.com,49,"2-5 Miles","Graduate Degree",Professional,F,1,M,0,0,5,50001-75000,Canada,1
12009,AW00012009,ann22@adventure-works.com,61,"5-10 Miles","Partial College","Skilled Manual",F,1,S,1,0,1,75001-100000,Australia,1
17000,AW00017000,miranda5@adventure-works.com,55,"2-5 Miles",Bachelors,"Skilled Manual",F,1,S,2,2,4,50001-75000,Southwest,0
17620,AW00017620,miranda6@adventure-works.com,54,"2-5 Miles",Bachelors,"Skilled Manual",F,1,S,2,2,4,50001-75000,Northwest,0
11894,AW00011894,ann23@adventure-works.com,49,"2-5 Miles","Graduate Degree",Management,F,1,M,0,0,1,75001-100000,Australia,1
13387,AW00013387,miranda7@adventure-works.com,68,"10+ Miles","Partial College",Professional,F,1,M,1,1,2,50001-75000,Southwest,1
12315,AW00012315,ann24@adventure-works.com,65,"10+ Miles","Partial College",Professional,F,1,M,2,5,4,"greater than 100000","United Kingdom",1
12546,AW00012546,clarence28@adventure-works.com,61,"0-1 Miles",Bachelors,Clerical,M,1,S,0,0,1,0-25000,Germany,1
25431,AW00025431,ann25@adventure-works.com,53,"2-5 Miles",Bachelors,Professional,F,0,S,1,0,0,25001-50000,Southwest,0
15304,AW00015304,miranda8@adventure-works.com,73,"1-2 Miles",Bachelors,Management,F,1,M,2,0,5,50001-75000,Canada,1
11777,AW00011777,miranda9@adventure-works.com,46,"0-1 Miles","Graduate Degree","Skilled Manual",F,1,S,0,0,1,25001-50000,Southwest,1
22749,AW00022749,miranda10@adventure-works.com,72,"10+ Miles",Bachelors,Management,F,1,M,4,0,5,50001-75000,Northwest,0
18989,AW00018989,cindy1@adventure-works.com,72,"2-5 Miles",Bachelors,Management,F,1,M,2,0,5,50001-75000,Southwest,0
26678,AW00026678,miranda11@adventure-works.com,61,"5-10 Miles","Partial High School","Skilled Manual",F,1,S,2,0,2,75001-100000,Canada,0
17243,AW00017243,miranda12@adventure-works.com,46,"10+ Miles","High School",Management,F,1,M,3,5,0,75001-100000,Australia,0
15201,AW00015201,miranda13@adventure-works.com,61,"2-5 Miles","Partial College",Professional,F,1,S,1,0,2,75001-100000,Canada,1
14340,AW00014340,miranda14@adventure-works.com,41,"5-10 Miles","High School","Skilled Manual",F,1,S,2,0,0,25001-50000,Northwest,0
21906,AW00021906,miranda15@adventure-works.com,84,"1-2 Miles","Graduate Degree",Management,F,1,M,2,0,2,25001-50000,Northwest,0
11581,AW00011581,cindy2@adventure-works.com,52,"0-1 Miles",Bachelors,Professional,F,1,M,0,0,0,25001-50000,France,0
27567,AW00027567,miranda16@adventure-works.com,58,"0-1 Miles",Bachelors,Professional,F,0,M,0,3,4,50001-75000,Northwest,0
11249,AW00011249,cindy3@adventure-works.com,63,"0-1 Miles","Partial College",Professional,F,1,M,3,4,3,"greater than 100000",Germany,1
11660,AW00011660,miranda17@adventure-works.com,49,"2-5 Miles","Graduate Degree",Professional,F,1,M,0,0,1,50001-75000,Canada,0
16073,AW00016073,miranda18@adventure-works.com,46,"2-5 Miles","Graduate Degree",Professional,F,1,S,0,0,1,50001-75000,Northwest,0
22448,AW00022448,cindy4@adventure-works.com,49,"0-1 Miles","Graduate Degree",Clerical,F,1,S,0,0,0,25001-50000,France,1
27641,AW00027641,miranda19@adventure-works.com,56,"5-10 Miles","Partial College",Professional,F,1,S,4,3,1,"greater than 100000",Southwest,1
25594,AW00025594,cindy5@adventure-works.com,48,"0-1 Miles",Bachelors,Clerical,F,1,M,0,0,0,25001-50000,France,0
19165,AW00019165,miranda20@adventure-works.com,50,"2-5 Miles",Bachelors,Professional,F,0,S,1,0,0,50001-75000,Southwest,0
17477,AW00017477,miranda21@adventure-works.com,76,"1-2 Miles",Bachelors,Management,F,0,S,2,0,4,25001-50000,Northwest,0
18227,AW00018227,miranda22@adventure-works.com,57,"0-1 Miles","Partial College","Skilled Manual",F,1,M,1,0,1,50001-75000,Northwest,1
11547,AW00011547,cindy6@adventure-works.com,50,"0-1 Miles","Graduate Degree",Clerical,F,1,M,0,0,0,25001-50000,France,1
27447,AW00027447,miranda23@adventure-works.com,49,"0-1 Miles","Graduate Degree",Professional,F,1,M,0,0,3,75001-100000,Southwest,1
17569,AW00017569,mya2@adventure-works.com,48,"2-5 Miles","Graduate Degree",Professional,F,1,S,0,0,1,50001-75000,Northwest,0
18568,AW00018568,mya3@adventure-works.com,51,"2-5 Miles",Bachelors,"Skilled Manual",F,1,S,1,2,2,25001-50000,Southwest,1
18787,AW00018787,mya4@adventure-works.com,55,"0-1 Miles",Bachelors,Management,F,1,M,0,3,4,75001-100000,Northwest,0
27603,AW00027603,mya5@adventure-works.com,61,"5-10 Miles","Partial High School","Skilled Manual",F,1,M,2,0,2,50001-75000,Southwest,0
27715,AW00027715,mya6@adventure-works.com,57,"5-10 Miles","Partial College","Skilled Manual",F,1,S,1,0,1,50001-75000,Australia,1
23670,AW00023670,mya7@adventure-works.com,79,"10+ Miles","Graduate Degree",Management,F,1,M,2,0,3,50001-75000,Northwest,0
27418,AW00027418,mya8@adventure-works.com,70,"1-2 Miles","Partial College",Professional,F,0,S,2,1,4,50001-75000,Southwest,1
25776,AW00025776,damien6@adventure-works.com,62,"0-1 Miles","High School",Professional,M,1,M,3,4,2,"greater than 100000","United Kingdom",1
18511,AW00018511,mya9@adventure-works.com,62,"5-10 Miles","Partial College",Professional,F,1,S,2,0,3,50001-75000,Southwest,1
12259,AW00012259,cindy7@adventure-works.com,57,"0-1 Miles","Graduate Degree",Clerical,F,1,M,0,0,4,25001-50000,"United Kingdom",0
28739,AW00028739,mya10@adventure-works.com,45,"1-2 Miles","High School",Manual,F,0,S,1,0,0,25001-50000,France,0
28191,AW00028191,mya11@adventure-works.com,59,"2-5 Miles","Graduate Degree",Professional,F,1,S,1,0,2,50001-75000,Northwest,1
26026,AW00026026,cindy8@adventure-works.com,51,"10+ Miles",Bachelors,Professional,F,1,S,3,5,5,50001-75000,Australia,0
18953,AW00018953,mya12@adventure-works.com,52,"2-5 Miles",Bachelors,Management,F,1,S,3,2,2,"greater than 100000",Southwest,0
26914,AW00026914,cindy9@adventure-works.com,78,"0-1 Miles",Bachelors,Clerical,F,1,S,0,0,1,0-25000,"United Kingdom",0
14930,AW00014930,cindy10@adventure-works.com,50,"0-1 Miles",Bachelors,Clerical,F,0,S,0,1,1,25001-50000,France,0
11314,AW00011314,mya13@adventure-works.com,64,"1-2 Miles","Graduate Degree",Management,F,0,S,2,0,3,50001-75000,Northwest,0
21367,AW00021367,cindy11@adventure-works.com,70,"5-10 Miles","Partial High School",Clerical,F,1,M,2,1,2,0-25000,Australia,0
13866,AW00013866,mya14@adventure-works.com,46,"0-1 Miles","Graduate Degree",Professional,F,1,M,0,0,2,50001-75000,Southwest,1
15912,AW00015912,mya15@adventure-works.com,66,"10+ Miles","High School",Professional,F,1,S,2,1,3,50001-75000,Southwest,0
16157,AW00016157,cindy12@adventure-works.com,49,"0-1 Miles","Graduate Degree",Management,F,0,M,0,0,1,75001-100000,Australia,1
23230,AW00023230,mya16@adventure-works.com,47,"2-5 Miles","High School",Manual,F,0,S,1,0,0,25001-50000,"United Kingdom",1
11516,AW00011516,mya17@adventure-works.com,63,"2-5 Miles","High School",Clerical,F,1,M,1,0,1,25001-50000,Southwest,1
23943,AW00023943,cindy13@adventure-works.com,40,"0-1 Miles","Partial College",Clerical,F,1,M,2,4,4,25001-50000,"United Kingdom",0
26711,AW00026711,mya18@adventure-works.com,63,"1-2 Miles","High School",Professional,F,0,S,2,0,2,50001-75000,Southwest,0
23370,AW00023370,mya19@adventure-works.com,55,"0-1 Miles",Bachelors,Professional,F,0,S,2,2,4,50001-75000,Northwest,0
28025,AW00028025,mya20@adventure-works.com,71,"2-5 Miles","High School",Professional,F,0,M,2,1,2,25001-50000,Canada,0
21943,AW00021943,cindy14@adventure-works.com,49,"0-1 Miles","Graduate Degree",Management,F,1,S,0,4,4,75001-100000,Australia,1
22807,AW00022807,cindy15@adventure-works.com,74,"0-1 Miles",Bachelors,Management,F,1,M,4,4,3,"greater than 100000","United Kingdom",0
22699,AW00022699,clarence29@adventure-works.com,43,"0-1 Miles","Partial High School",Manual,M,1,M,2,0,0,0-25000,Germany,0
15280,AW00015280,mya21@adventure-works.com,50,"1-2 Miles",Bachelors,Management,F,0,S,1,0,0,75001-100000,Southwest,1
15997,AW00015997,melissa1@adventure-works.com,81,"10+ Miles","Graduate Degree",Management,F,1,M,2,0,4,50001-75000,Canada,1
27137,AW00027137,cindy16@adventure-works.com,50,"0-1 Miles","High School",Manual,F,0,S,0,3,3,0-25000,"United Kingdom",0
22128,AW00022128,melissa2@adventure-works.com,80,"1-2 Miles","Graduate Degree",Management,F,1,M,2,0,4,50001-75000,Canada,1
26680,AW00026680,melissa3@adventure-works.com,61,"1-2 Miles","Partial High School","Skilled Manual",F,0,S,2,0,2,75001-100000,Northwest,0
25908,AW00025908,melissa4@adventure-works.com,39,"1-2 Miles","Partial College","Skilled Manual",F,0,M,1,0,0,50001-75000,Southwest,0
26822,AW00026822,cindy17@adventure-works.com,51,"2-5 Miles","Partial College",Manual,F,1,S,1,1,1,0-25000,Germany,1
12668,AW00012668,melissa5@adventure-works.com,42,"10+ Miles",Bachelors,Professional,F,1,S,2,0,0,50001-75000,Australia,1
14106,AW00014106,melissa6@adventure-works.com,42,"1-2 Miles","Partial College","Skilled Manual",F,0,S,1,0,0,25001-50000,Southwest,0
26379,AW00026379,cindy18@adventure-works.com,60,"0-1 Miles","Partial College",Professional,F,0,S,2,4,2,"greater than 100000","United Kingdom",1
11288,AW00011288,cindy19@adventure-works.com,57,"2-5 Miles",Bachelors,Management,F,1,M,3,3,1,"greater than 100000",Southwest,0
23687,AW00023687,melissa7@adventure-works.com,74,"1-2 Miles","Partial High School",Clerical,F,0,S,2,0,5,25001-50000,Northwest,0
12191,AW00012191,melissa8@adventure-works.com,64,"5-10 Miles","Partial High School","Skilled Manual",F,1,M,2,0,2,50001-75000,Southwest,0
22620,AW00022620,stefanie0@adventure-works.com,49,"0-1 Miles","Graduate Degree","Skilled Manual",F,0,S,0,0,0,25001-50000,Germany,0
14352,AW00014352,melissa9@adventure-works.com,43,"1-2 Miles","High School","Skilled Manual",F,0,S,2,0,0,25001-50000,Northwest,0
24328,AW00024328,melissa10@adventure-works.com,54,"0-1 Miles",Bachelors,"Skilled Manual",F,0,S,2,2,4,50001-75000,Southwest,0
20352,AW00020352,melissa11@adventure-works.com,63,"5-10 Miles","High School",Professional,F,1,M,0,3,4,50001-75000,Northwest,0
22676,AW00022676,stefanie1@adventure-works.com,53,"0-1 Miles","Partial College",Clerical,F,1,S,1,2,2,25001-50000,France,0
20470,AW00020470,melissa12@adventure-works.com,62,"5-10 Miles","Partial College",Professional,F,1,S,2,0,3,50001-75000,Canada,1
13218,AW00013218,melissa13@adventure-works.com,72,"10+ Miles",Bachelors,Management,F,1,M,3,0,5,50001-75000,Southwest,0
24821,AW00024821,melissa14@adventure-works.com,49,"0-1 Miles","Graduate Degree",Professional,F,1,M,2,5,5,50001-75000,Northwest,0
19021,AW00019021,melissa15@adventure-works.com,65,"2-5 Miles","Partial High School","Skilled Manual",F,0,S,2,1,2,50001-75000,Northwest,0
13982,AW00013982,clarence30@adventure-works.com,74,"5-10 Miles","High School","Skilled Manual",M,1,M,2,0,3,0-25000,Australia,0
27967,AW00027967,stefanie2@adventure-works.com,70,"10+ Miles","Partial High School",Professional,F,0,S,4,5,5,"greater than 100000","United Kingdom",0
28780,AW00028780,melissa16@adventure-works.com,62,"0-1 Miles","Partial High School",Clerical,F,0,M,2,0,3,0-25000,Northwest,0
16578,AW00016578,stefanie3@adventure-works.com,71,"10+ Miles",Bachelors,Management,F,1,S,4,3,2,75001-100000,Germany,0
22762,AW00022762,melissa17@adventure-works.com,70,"10+ Miles","Partial College",Professional,F,1,M,1,1,2,50001-75000,Northwest,0
16735,AW00016735,melissa18@adventure-works.com,41,"0-1 Miles","High School","Skilled Manual",F,0,S,2,0,0,25001-50000,Northwest,0
14995,AW00014995,stefanie4@adventure-works.com,44,"1-2 Miles","Partial High School",Manual,F,0,S,2,0,0,0-25000,France,1
13909,AW00013909,riley0@adventure-works.com,53,"0-1 Miles",Bachelors,"Skilled Manual",F,1,S,1,3,3,75001-100000,Canada,1
18142,AW00018142,riley1@adventure-works.com,64,"10+ Miles","Partial College",Professional,F,1,S,2,1,3,75001-100000,France,0
14705,AW00014705,riley2@adventure-works.com,46,"1-2 Miles","Partial College",Clerical,F,1,S,0,2,2,25001-50000,"United Kingdom",1
23042,AW00023042,riley3@adventure-works.com,63,"5-10 Miles","High School",Professional,F,1,S,0,3,4,50001-75000,Southwest,0
18053,AW00018053,stefanie5@adventure-works.com,58,"2-5 Miles",Bachelors,Professional,F,0,S,1,0,0,25001-50000,Southeast,0
13356,AW00013356,stefanie6@adventure-works.com,73,"2-5 Miles",Bachelors,Management,F,1,M,2,0,4,50001-75000,Northwest,0
29139,AW00029139,riley4@adventure-works.com,50,"0-1 Miles","Graduate Degree",Professional,F,0,S,0,2,2,50001-75000,Southwest,0
20697,AW00020697,stefanie7@adventure-works.com,53,"10+ Miles",Bachelors,"Skilled Manual",F,1,M,3,4,4,50001-75000,Southwest,0
25079,AW00025079,riley5@adventure-works.com,56,"2-5 Miles",Bachelors,Professional,F,1,S,1,0,1,50001-75000,Northwest,1
20054,AW00020054,clarence31@adventure-works.com,45,"1-2 Miles","Partial College",Clerical,M,1,S,0,2,2,25001-50000,"United Kingdom",1
19616,AW00019616,stefanie8@adventure-works.com,56,"0-1 Miles","Partial College","Skilled Manual",F,1,M,1,0,1,50001-75000,Australia,1
22350,AW00022350,riley6@adventure-works.com,62,"1-2 Miles","High School","Skilled Manual",F,1,M,2,0,2,25001-50000,Northwest,0
28478,AW00028478,riley7@adventure-works.com,75,"1-2 Miles","Partial College",Manual,F,1,S,1,0,3,0-25000,France,0
14424,AW00014424,stefanie9@adventure-works.com,61,"5-10 Miles","Partial College",Professional,F,1,S,3,4,2,"greater than 100000",France,1
18058,AW00018058,riley8@adventure-works.com,90,"2-5 Miles","High School","Skilled Manual",F,1,S,2,0,3,0-25000,Southwest,0
12371,AW00012371,stefanie10@adventure-works.com,55,"5-10 Miles",Bachelors,Professional,F,1,S,2,2,3,50001-75000,Australia,0
29284,AW00029284,riley9@adventure-works.com,68,"1-2 Miles","High School",Professional,F,0,S,2,0,4,25001-50000,Northwest,0
25411,AW00025411,riley10@adventure-works.com,51,"2-5 Miles",Bachelors,Professional,F,0,S,1,0,0,25001-50000,Southwest,0
23021,AW00023021,stefanie11@adventure-works.com,55,"2-5 Miles","Partial College",Professional,F,1,M,2,2,0,75001-100000,Southwest,0
18544,AW00018544,riley11@adventure-works.com,73,"10+ Miles","High School",Professional,F,0,M,2,0,4,25001-50000,Canada,1
27743,AW00027743,stefanie12@adventure-works.com,77,"5-10 Miles",Bachelors,Management,F,1,M,2,0,2,25001-50000,Australia,1
25844,AW00025844,riley12@adventure-works.com,77,"1-2 Miles","High School",Professional,F,0,S,2,0,4,25001-50000,Southwest,0
14801,AW00014801,riley13@adventure-works.com,54,"0-1 Miles","Partial High School",Manual,F,0,M,2,2,3,0-25000,Germany,1
27266,AW00027266,riley14@adventure-works.com,49,"0-1 Miles",Bachelors,"Skilled Manual",F,0,S,0,2,2,50001-75000,Southwest,0
26775,AW00026775,riley15@adventure-works.com,41,"5-10 Miles","High School","Skilled Manual",F,1,M,2,0,0,25001-50000,Southwest,0
25762,AW00025762,stefanie13@adventure-works.com,50,"1-2 Miles",Bachelors,Clerical,F,1,M,0,0,1,25001-50000,Germany,1
22799,AW00022799,riley16@adventure-works.com,62,"5-10 Miles","Partial High School",Professional,F,0,M,4,4,3,"greater than 100000","United Kingdom",0
18539,AW00018539,riley17@adventure-works.com,75,"1-2 Miles",Bachelors,Management,F,1,M,2,0,5,50001-75000,Southwest,1
14826,AW00014826,stefanie14@adventure-works.com,39,"0-1 Miles","High School",Manual,F,0,M,2,4,4,0-25000,France,0
22541,AW00022541,stefanie15@adventure-works.com,44,"2-5 Miles","Partial College",Clerical,F,0,S,1,0,0,25001-50000,Germany,0
26639,AW00026639,riley18@adventure-works.com,59,"10+ Miles","Graduate Degree",Professional,F,1,M,3,5,5,50001-75000,Southwest,0
28709,AW00028709,stefanie16@adventure-works.com,67,"2-5 Miles","Partial College",Manual,F,0,S,1,0,2,0-25000,"United Kingdom",1
14833,AW00014833,riley19@adventure-works.com,56,"2-5 Miles","Partial College",Clerical,F,1,S,1,0,1,25001-50000,"United Kingdom",1
23569,AW00023569,vanessa1@adventure-works.com,79,"5-10 Miles","Partial College",Clerical,F,0,S,2,0,2,25001-50000,Australia,0
12459,AW00012459,stefanie17@adventure-works.com,50,"1-2 Miles",Bachelors,Clerical,F,0,S,0,1,1,25001-50000,"United Kingdom",1
11018,AW00011018,clarence32@adventure-works.com,74,"5-10 Miles","Partial College",Clerical,M,1,S,2,0,2,25001-50000,Australia,1
16501,AW00016501,vanessa2@adventure-works.com,43,"5-10 Miles","High School","Skilled Manual",F,1,S,2,0,0,25001-50000,Northwest,0
13810,AW00013810,vanessa3@adventure-works.com,54,"0-1 Miles",Bachelors,"Skilled Manual",F,1,M,0,0,1,25001-50000,"United Kingdom",0
13299,AW00013299,vanessa4@adventure-works.com,57,"2-5 Miles",Bachelors,Management,F,1,M,3,3,1,"greater than 100000",Southwest,1
27518,AW00027518,stefanie18@adventure-works.com,59,"2-5 Miles",Bachelors,Management,F,1,M,3,1,1,75001-100000,Australia,0
13538,AW00013538,vanessa5@adventure-works.com,59,"1-2 Miles","Partial College",Manual,F,1,S,1,0,2,0-25000,Germany,1
21589,AW00021589,vanessa6@adventure-works.com,48,"2-5 Miles",Bachelors,"Skilled Manual",F,1,M,0,1,1,25001-50000,Canada,1
13381,AW00013381,vanessa7@adventure-works.com,69,"10+ Miles",Bachelors,Management,F,1,M,0,1,2,50001-75000,Southwest,0
24031,AW00024031,tammy1@adventure-works.com,48,"1-2 Miles","Partial College",Manual,F,0,M,1,0,0,0-25000,"United Kingdom",1
18224,AW00018224,vanessa8@adventure-works.com,54,"5-10 Miles","Partial College",Professional,F,0,S,1,0,0,75001-100000,Northwest,1
26630,AW00026630,vanessa9@adventure-works.com,58,"2-5 Miles","Partial College","Skilled Manual",F,1,M,1,0,1,50001-75000,Canada,0
19533,AW00019533,vanessa10@adventure-works.com,51,"0-1 Miles","Graduate Degree",Professional,F,0,S,1,0,0,50001-75000,Southwest,1
16869,AW00016869,vanessa11@adventure-works.com,57,"2-5 Miles","Graduate Degree",Management,F,1,M,4,0,0,"greater than 100000",Southwest,1
12474,AW00012474,tammy2@adventure-works.com,51,"0-1 Miles",Bachelors,"Skilled Manual",F,1,M,2,1,1,25001-50000,France,1
29038,AW00029038,vanessa12@adventure-works.com,51,"0-1 Miles","Graduate Degree",Professional,F,0,S,0,0,0,50001-75000,Southwest,0
23365,AW00023365,vanessa13@adventure-works.com,53,"2-5 Miles",Bachelors,Professional,F,1,S,1,0,0,25001-50000,Southwest,0
23819,AW00023819,vanessa14@adventure-works.com,45,"1-2 Miles","Graduate Degree","Skilled Manual",F,1,M,0,0,0,25001-50000,Canada,1
17091,AW00017091,tammy3@adventure-works.com,46,"0-1 Miles","Partial High School",Manual,F,0,M,2,0,0,0-25000,Germany,0
17998,AW00017998,tammy4@adventure-works.com,55,"0-1 Miles","High School",Manual,F,1,S,1,3,3,0-25000,Germany,1
20545,AW00020545,vanessa15@adventure-works.com,66,"2-5 Miles","Partial High School","Skilled Manual",F,0,S,3,1,2,50001-75000,Northwest,1
28659,AW00028659,vanessa16@adventure-works.com,49,"2-5 Miles","Graduate Degree",Professional,F,1,S,0,0,1,50001-75000,Canada,0
22479,AW00022479,tammy5@adventure-works.com,52,"2-5 Miles",Bachelors,"Skilled Manual",F,1,M,1,1,1,25001-50000,Germany,0
12718,AW00012718,tammy6@adventure-works.com,43,"2-5 Miles","Partial College",Clerical,F,1,S,1,0,0,25001-50000,France,0
16372,AW00016372,vanessa17@adventure-works.com,61,"1-2 Miles","Partial College",Clerical,F,1,M,1,0,1,25001-50000,Southwest,1
24969,AW00024969,vanessa18@adventure-works.com,70,"10+ Miles","Partial College",Professional,F,1,M,1,1,2,50001-75000,Northwest,0
24050,AW00024050,clarence33@adventure-works.com,50,"0-1 Miles","Partial College",Manual,M,0,S,1,1,1,0-25000,"United Kingdom",1
21363,AW00021363,tammy7@adventure-works.com,70,"1-2 Miles","Partial High School",Clerical,F,1,M,2,1,2,0-25000,Australia,0
12929,AW00012929,vanessa19@adventure-works.com,49,"0-1 Miles","Graduate Degree",Professional,F,1,M,0,0,5,50001-75000,Northwest,1
12917,AW00012917,vanessa20@adventure-works.com,48,"0-1 Miles","Graduate Degree",Professional,F,1,M,0,0,4,50001-75000,Northwest,1
19856,AW00019856,tammy8@adventure-works.com,72,"2-5 Miles",Bachelors,Management,F,1,M,2,0,4,50001-75000,Southwest,0
13555,AW00013555,tammy9@adventure-works.com,49,"0-1 Miles","Graduate Degree",Clerical,F,1,M,0,0,0,25001-50000,France,1
19396,AW00019396,tammy10@adventure-works.com,58,"2-5 Miles","High School","Skilled Manual",F,1,S,4,2,4,25001-50000,Northwest,1
29269,AW00029269,vanessa21@adventure-works.com,58,"5-10 Miles","High School",Professional,F,1,M,3,3,4,75001-100000,Northwest,0
29100,AW00029100,vanessa22@adventure-works.com,64,"5-10 Miles","Partial High School",Clerical,F,1,S,2,0,3,25001-50000,Australia,0
16471,AW00016471,vanessa23@adventure-works.com,105,"0-1 Miles","High School",Manual,F,0,M,2,0,4,0-25000,France,0
13463,AW00013463,tammy11@adventure-works.com,82,"5-10 Miles","Graduate Degree",Management,F,1,M,2,0,2,50001-75000,Southwest,0
11053,AW00011053,ana0@adventure-works.com,38,"1-2 Miles","Partial College","Skilled Manual",F,0,M,2,0,0,50001-75000,Southwest,1
13798,AW00013798,tammy12@adventure-works.com,55,"0-1 Miles","High School",Manual,F,1,S,2,3,3,0-25000,"United Kingdom",0
27294,AW00027294,ana1@adventure-works.com,52,"2-5 Miles","Graduate Degree",Professional,F,1,S,0,0,0,50001-75000,Southwest,1
26102,AW00026102,ana2@adventure-works.com,58,"1-2 Miles","High School",Professional,F,0,S,2,3,4,75001-100000,Northwest,0
18870,AW00018870,ana3@adventure-works.com,66,"5-10 Miles","Partial College",Professional,F,0,M,2,0,3,25001-50000,Northwest,0
12899,AW00012899,ana4@adventure-works.com,48,"2-5 Miles",Bachelors,"Skilled Manual",F,1,M,1,1,1,25001-50000,Southwest,0
23388,AW00023388,ana5@adventure-works.com,58,"2-5 Miles",Bachelors,Professional,F,0,S,1,0,0,25001-50000,Southwest,0
12126,AW00012126,tammy13@adventure-works.com,60,"5-10 Miles","High School",Professional,F,1,M,1,4,2,"greater than 100000","United Kingdom",0
21335,AW00021335,ana6@adventure-works.com,65,"5-10 Miles","Graduate Degree",Management,F,1,M,2,0,3,50001-75000,Northwest,1
12816,AW00012816,tammy14@adventure-works.com,52,"0-1 Miles","Partial High School",Manual,F,1,S,2,4,5,0-25000,Germany,1
11215,AW00011215,ana7@adventure-works.com,68,"10+ Miles","Partial High School","Skilled Manual",F,1,M,2,1,2,25001-50000,Canada,0
25374,AW00025374,ana8@adventure-works.com,45,"1-2 Miles","Graduate Degree","Skilled Manual",F,1,S,0,0,1,25001-50000,Southwest,0
12293,AW00012293,tammy15@adventure-works.com,74,"5-10 Miles",Bachelors,Management,F,1,M,3,4,3,"greater than 100000","United Kingdom",0
27035,AW00027035,ana9@adventure-works.com,62,"1-2 Miles","Partial High School",Clerical,F,1,S,2,0,3,0-25000,Southwest,0
17189,AW00017189,clarence34@adventure-works.com,62,"10+ Miles","Partial College",Professional,M,1,M,4,4,3,"greater than 100000",Germany,0
25825,AW00025825,tammy16@adventure-works.com,46,"10+ Miles",Bachelors,Professional,F,1,M,3,0,0,75001-100000,Australia,0
26265,AW00026265,tammy17@adventure-works.com,62,"1-2 Miles","Partial High School",Clerical,F,0,S,2,0,3,0-25000,Northwest,0
