ID,Account,Email,AGE,Commute,Education,Occupation,Gender,Flag,Married,Cars,HomeChild,TotalChild,Income,Territory,YTD
15948,AW00015948,angela14@adventure-works.com,53,"0-1 Miles",Bachelors,Management,F,0,S,3,2,2,"greater than 100000",Southwest,1
20720,AW00020720,regina12@adventure-works.com,46,"2-5 Miles","High School",Manual,F,0,S,1,0,0,25001-50000,Germany,1
20028,AW00020028,angela15@adventure-works.com,53,"5-10 Miles",Bachelors,"Skilled Manual",F,0,S,3,5,5,50001-75000,Southwest,1
24498,AW00024498,angela16@adventure-works.com,40,"0-1 Miles","High School","Skilled Manual",F,0,S,2,0,0,25001-50000,Northwest,1
11082,AW00011082,angela17@adventure-works.com,52,"1-2 Miles","Graduate Degree",Management,F,0,S,3,1,0,"greater than 100000",Southwest,1
20345,AW00020345,regina16@adventure-works.com,57,"5-10 Miles",Bachelors,Management,F,1,S,3,3,1,"greater than 100000",Southwest,1
27116,AW00027116,regina17@adventure-works.com,52,"2-5 Miles","Graduate Degree",Professional,F,1,S,0,0,5,50001-75000,Northwest,1
19031,AW00019031,regina20@adventure-works.com,61,"0-1 Miles","High School",Professional,F,1,M,2,4,2,"greater than 100000","United Kingdom",1
24662,AW00024662,arianna0@adventure-works.com,71,"2-5 Miles",Bachelors,Management,F,0,S,1,1,2,50001-75000,Southwest,1
20170,AW00020170,jerome0@adventure-works.com,58,"0-1 Miles","Graduate Degree",Clerical,M,1,M,0,0,3,25001-50000,"United Kingdom",1
25057,AW00025057,jerome1@adventure-works.com,58,"0-1 Miles",Bachelors,Management,M,0,S,3,1,1,75001-100000,Australia,1
19701,AW00019701,arianna2@adventure-works.com,63,"1-2 Miles","High School",Professional,F,0,M,2,0,2,50001-75000,Northwest,1
13449,AW00013449,jerome3@adventure-works.com,57,"5-10 Miles","Partial College",Professional,M,1,S,3,4,5,75001-100000,Northwest,1
12112,AW00012112,arianna5@adventure-works.com,68,"1-2 Miles","Partial College",Professional,F,1,M,1,2,4,50001-75000,Southwest,1
11337,AW00011337,jerome7@adventure-works.com,57,"0-1 Miles",Bachelors,Manual,M,1,M,0,0,1,0-25000,"United Kingdom",1
12783,AW00012783,jerome9@adventure-works.com,62,"0-1 Miles","Partial College",Clerical,M,1,M,1,0,1,25001-50000,Canada,1
13205,AW00013205,jerome10@adventure-works.com,74,"1-2 Miles",Bachelors,Management,M,1,M,2,0,5,50001-75000,Southwest,1
16888,AW00016888,arianna9@adventure-works.com,64,"5-10 Miles","Partial High School","Skilled Manual",F,1,S,2,0,3,50001-75000,Southwest,1
22987,AW00022987,jerome11@adventure-works.com,77,"0-1 Miles",Bachelors,Management,M,1,M,2,0,2,25001-50000,Australia,1
21727,AW00021727,arianna10@adventure-works.com,45,"1-2 Miles","Graduate Degree","Skilled Manual",F,1,M,0,0,0,25001-50000,Canada,1
23116,AW00023116,jerome13@adventure-works.com,63,"1-2 Miles","High School","Skilled Manual",M,0,S,2,0,2,75001-100000,Australia,1
19710,AW00019710,arianna15@adventure-works.com,58,"5-10 Miles","Partial College",Professional,F,1,S,3,4,5,75001-100000,Canada,1
19169,AW00019169,arianna16@adventure-works.com,54,"0-1 Miles","Graduate Degree",Professional,F,0,S,0,2,3,50001-75000,Northwest,1
17423,AW00017423,arianna17@adventure-works.com,56,"5-10 Miles","Partial College",Professional,F,1,S,3,2,1,75001-100000,Northwest,1
17722,AW00017722,jerome15@adventure-works.com,75,"0-1 Miles","Partial College",Manual,M,1,M,0,0,1,0-25000,Germany,1
14902,AW00014902,arianna19@adventure-works.com,62,"1-2 Miles","Partial College",Clerical,F,1,M,1,0,1,25001-50000,Southwest,1
20622,AW00020622,jerome18@adventure-works.com,46,"10+ Miles","Partial High School",Professional,M,1,M,4,5,0,"greater than 100000",Australia,1
14792,AW00014792,jerome20@adventure-works.com,51,"0-1 Miles",Bachelors,Clerical,M,1,M,0,0,0,25001-50000,"United Kingdom",1
20118,AW00020118,jacqueline5@adventure-works.com,46,"1-2 Miles","Graduate Degree","Skilled Manual",F,1,M,0,0,0,25001-50000,Southwest,1
11257,AW00011257,jacqueline9@adventure-works.com,85,"2-5 Miles","Graduate Degree",Management,F,1,S,4,2,1,"greater than 100000",Southwest,1
18746,AW00018746,reginald12@adventure-works.com,60,"0-1 Miles","Partial College","Skilled Manual",M,0,S,1,0,1,50001-75000,Australia,1
26277,AW00026277,jacqueline12@adventure-works.com,59,"1-2 Miles","Partial College",Clerical,F,1,S,1,0,2,25001-50000,Northwest,1
27540,AW00027540,jacqueline15@adventure-works.com,49,"0-1 Miles",Bachelors,Professional,F,0,S,1,0,0,50001-75000,Southwest,1
25889,AW00025889,reginald14@adventure-works.com,68,"2-5 Miles","Partial College",Professional,M,0,M,1,1,2,50001-75000,Southwest,1
12854,AW00012854,reginald16@adventure-works.com,55,"0-1 Miles",Bachelors,"Skilled Manual",M,1,M,0,0,1,25001-50000,"United Kingdom",1
25674,AW00025674,reginald17@adventure-works.com,42,"0-1 Miles","Partial College",Clerical,M,0,S,1,0,0,25001-50000,Germany,1
23774,AW00023774,reginald18@adventure-works.com,47,"2-5 Miles","High School",Manual,M,1,S,1,0,0,25001-50000,"United Kingdom",1
17024,AW00017024,jacqueline22@adventure-works.com,57,"0-1 Miles","Partial College","Skilled Manual",F,1,M,1,0,1,50001-75000,Southwest,1
11409,AW00011409,jacqueline23@adventure-works.com,50,"0-1 Miles","High School",Manual,F,1,S,1,2,2,0-25000,France,1
27161,AW00027161,reginald21@adventure-works.com,40,"2-5 Miles","High School",Manual,M,0,S,1,0,0,25001-50000,Germany,1
18225,AW00018225,paige7@adventure-works.com,53,"5-10 Miles","Partial College",Professional,F,0,S,1,0,0,75001-100000,Northwest,1
26666,AW00026666,ashlee4@adventure-works.com,49,"2-5 Miles","Graduate Degree",Management,F,0,S,1,0,1,"greater than 100000",Australia,1
17980,AW00017980,paige10@adventure-works.com,51,"0-1 Miles",Bachelors,Clerical,F,0,S,1,1,1,25001-50000,Germany,1
25395,AW00025395,paige11@adventure-works.com,46,"2-5 Miles","Graduate Degree",Professional,F,1,S,0,0,1,50001-75000,Northwest,1
24654,AW00024654,paige14@adventure-works.com,72,"2-5 Miles","High School",Professional,F,0,S,4,0,5,25001-50000,Southwest,1
16391,AW00016391,sergio0@adventure-works.com,49,"1-2 Miles",Bachelors,Clerical,M,0,S,0,1,1,25001-50000,France,1
15726,AW00015726,faith3@adventure-works.com,45,"10+ Miles",Bachelors,Professional,F,1,M,3,0,0,75001-100000,Australia,1
12473,AW00012473,sergio6@adventure-works.com,51,"0-1 Miles",Bachelors,"Skilled Manual",M,1,M,1,1,1,25001-50000,"United Kingdom",1
25700,AW00025700,faith5@adventure-works.com,64,"0-1 Miles","Partial College",Manual,F,1,S,1,0,2,0-25000,France,1
16961,AW00016961,faith7@adventure-works.com,47,"0-1 Miles","Graduate Degree",Professional,F,1,M,0,0,2,50001-75000,Southwest,1
11872,AW00011872,faith9@adventure-works.com,51,"0-1 Miles","Graduate Degree",Professional,F,0,S,1,0,0,50001-75000,Southwest,1
18849,AW00018849,faith11@adventure-works.com,58,"5-10 Miles","Partial College",Professional,F,1,S,4,2,3,75001-100000,Northwest,1
19290,AW00019290,sergio10@adventure-works.com,60,"0-1 Miles",Bachelors,Clerical,M,1,S,0,0,1,25001-50000,"United Kingdom",1
19439,AW00019439,franklin11@adventure-works.com,49,"0-1 Miles","Graduate Degree",Clerical,M,1,S,0,0,0,25001-50000,Germany,1
18460,AW00018460,faith13@adventure-works.com,38,"0-1 Miles","Partial College","Skilled Manual",F,0,S,2,0,0,50001-75000,Southwest,1
15614,AW00015614,faith14@adventure-works.com,43,"1-2 Miles",Bachelors,"Skilled Manual",F,1,M,0,1,1,25001-50000,"United Kingdom",1
27866,AW00027866,sergio12@adventure-works.com,40,"0-1 Miles","High School",Manual,M,0,S,2,0,0,0-25000,Australia,1
18429,AW00018429,faith16@adventure-works.com,65,"5-10 Miles","Graduate Degree",Management,F,1,S,2,0,3,50001-75000,Northwest,1
24806,AW00024806,faith19@adventure-works.com,48,"2-5 Miles","Graduate Degree",Professional,F,1,M,0,0,4,50001-75000,Southwest,1
27407,AW00027407,faith20@adventure-works.com,72,"10+ Miles",Bachelors,Management,F,1,S,3,0,5,50001-75000,Northwest,1
26539,AW00026539,faith22@adventure-works.com,50,"0-1 Miles","Graduate Degree",Management,F,0,S,2,0,1,"greater than 100000",Southwest,1
19615,AW00019615,franklin12@adventure-works.com,55,"5-10 Miles","Partial College","Skilled Manual",M,1,S,1,0,1,50001-75000,Australia,1
14946,AW00014946,frederick3@adventure-works.com,53,"0-1 Miles","High School",Manual,M,1,S,1,2,2,0-25000,France,1
20991,AW00020991,frederick5@adventure-works.com,41,"2-5 Miles","High School",Manual,M,1,M,0,1,1,0-25000,Australia,1
17039,AW00017039,ariana0@adventure-works.com,60,"2-5 Miles",Bachelors,Professional,F,1,M,1,0,1,50001-75000,Southwest,1
16550,AW00016550,frederick6@adventure-works.com,59,"0-1 Miles",Bachelors,Clerical,M,1,M,0,0,0,25001-50000,"United Kingdom",1
20188,AW00020188,kimberly3@adventure-works.com,57,"0-1 Miles","Partial College","Skilled Manual",F,1,M,1,0,1,50001-75000,Canada,1
18684,AW00018684,makayla0@adventure-works.com,45,"1-2 Miles","Graduate Degree","Skilled Manual",F,1,M,0,0,1,50001-75000,Southwest,1
13680,AW00013680,jan4@adventure-works.com,43,"1-2 Miles",Bachelors,"Skilled Manual",F,1,M,0,1,1,25001-50000,"United Kingdom",1
11991,AW00011991,frederick14@adventure-works.com,56,"0-1 Miles",Bachelors,Professional,M,1,M,1,0,1,50001-75000,Australia,1
22391,AW00022391,angela26@adventure-works.com,64,"0-1 Miles","Partial College",Manual,F,1,M,1,0,2,0-25000,Germany,1
24458,AW00024458,frederick16@adventure-works.com,55,"5-10 Miles",Bachelors,Professional,M,1,S,1,0,0,50001-75000,Australia,1
16053,AW00016053,frederick18@adventure-works.com,62,"0-1 Miles",Bachelors,Clerical,M,1,M,0,0,1,0-25000,"United Kingdom",1
12462,AW00012462,levi0@adventure-works.com,50,"0-1 Miles","Graduate Degree",Clerical,M,1,M,0,0,0,25001-50000,Germany,1
26986,AW00026986,riley20@adventure-works.com,45,"1-2 Miles",Bachelors,"Skilled Manual",F,1,M,1,1,1,25001-50000,Germany,1
15941,AW00015941,bailey0@adventure-works.com,53,"1-2 Miles",Bachelors,Management,F,0,S,4,2,3,"greater than 100000",Southwest,1
24485,AW00024485,franklin15@adventure-works.com,65,"5-10 Miles",Bachelors,Management,M,0,S,1,0,2,25001-50000,Australia,1
21428,AW00021428,jada0@adventure-works.com,61,"5-10 Miles","Partial College",Professional,F,0,M,2,0,3,50001-75000,Northwest,1
27279,AW00027279,katelyn0@adventure-works.com,50,"2-5 Miles",Bachelors,"Skilled Manual",F,1,S,0,2,2,50001-75000,Northwest,1
24558,AW00024558,savannah0@adventure-works.com,64,"10+ Miles","High School",Professional,F,1,M,2,1,3,75001-100000,"United Kingdom",1
16349,AW00016349,levi5@adventure-works.com,64,"1-2 Miles","Partial College","Skilled Manual",M,0,S,2,0,2,75001-100000,Australia,1
24110,AW00024110,kaylee0@adventure-works.com,39,"0-1 Miles","High School",Manual,F,1,S,2,4,4,0-25000,France,1
14605,AW00014605,allison0@adventure-works.com,53,"0-1 Miles",Bachelors,"Skilled Manual",F,0,S,1,4,4,75001-100000,Canada,1
19999,AW00019999,danielle4@adventure-works.com,51,"2-5 Miles",Bachelors,Professional,F,0,S,1,0,0,25001-50000,Southwest,1
25705,AW00025705,levi8@adventure-works.com,39,"2-5 Miles","Partial College",Manual,M,1,S,1,0,0,0-25000,Australia,1
12096,AW00012096,caitlin1@adventure-works.com,70,"2-5 Miles",Bachelors,Management,F,0,M,0,1,2,50001-75000,Southwest,1
13607,AW00013607,levi10@adventure-works.com,69,"10+ Miles","High School",Management,M,1,S,3,5,4,"greater than 100000",Germany,1
19537,AW00019537,michelle3@adventure-works.com,58,"2-5 Miles","Partial College","Skilled Manual",F,1,M,1,0,1,50001-75000,Northwest,1
15619,AW00015619,levi12@adventure-works.com,45,"0-1 Miles",Bachelors,"Skilled Manual",M,1,M,1,1,1,25001-50000,"United Kingdom",1
13110,AW00013110,levi13@adventure-works.com,56,"5-10 Miles","Partial College","Skilled Manual",M,1,M,1,0,1,50001-75000,Australia,1
22252,AW00022252,makayla1@adventure-works.com,48,"2-5 Miles","Graduate Degree",Professional,F,1,S,0,0,1,50001-75000,Canada,1
19109,AW00019109,jade0@adventure-works.com,46,"0-1 Miles","Graduate Degree",Professional,F,1,M,0,0,1,50001-75000,Southwest,1
21620,AW00021620,mariah1@adventure-works.com,49,"0-1 Miles","Graduate Degree",Professional,F,1,M,0,0,2,50001-75000,Canada,1
22232,AW00022232,paige24@adventure-works.com,46,"1-2 Miles","Graduate Degree","Skilled Manual",F,1,M,0,1,1,25001-50000,Canada,1
26324,AW00026324,faith23@adventure-works.com,47,"0-1 Miles","Graduate Degree",Professional,F,0,S,0,0,3,50001-75000,Northwest,1
14427,AW00014427,emmanuel3@adventure-works.com,62,"5-10 Miles","Partial College",Professional,M,1,M,3,4,3,"greater than 100000","United Kingdom",1
19198,AW00019198,melissa24@adventure-works.com,43,"1-2 Miles","Partial College",Clerical,F,1,S,0,3,3,25001-50000,Southwest,1
18332,AW00018332,emmanuel4@adventure-works.com,78,"0-1 Miles","Partial College",Clerical,M,0,M,2,0,2,25001-50000,Australia,1
23417,AW00023417,emmanuel5@adventure-works.com,50,"0-1 Miles",Bachelors,Professional,M,0,S,1,2,2,50001-75000,Australia,1
26308,AW00026308,sara3@adventure-works.com,49,"0-1 Miles",Bachelors,"Skilled Manual",F,0,S,0,2,2,50001-75000,Northwest,1
15944,AW00015944,damien9@adventure-works.com,54,"0-1 Miles","Partial College",Professional,M,1,M,3,5,5,75001-100000,Northwest,1
18127,AW00018127,franklin16@adventure-works.com,60,"5-10 Miles","Partial College",Professional,M,1,M,2,4,2,"greater than 100000","United Kingdom",1
13976,AW00013976,emmanuel8@adventure-works.com,50,"1-2 Miles",Bachelors,Management,M,1,M,2,0,2,75001-100000,Northwest,1
14602,AW00014602,kaylee1@adventure-works.com,49,"0-1 Miles","Graduate Degree",Professional,F,1,M,0,0,3,75001-100000,Southwest,1
13911,AW00013911,andrea3@adventure-works.com,53,"2-5 Miles",Bachelors,"Skilled Manual",F,1,S,2,3,3,75001-100000,Northwest,1
18096,AW00018096,ariana2@adventure-works.com,69,"2-5 Miles",Bachelors,Management,F,0,M,0,1,2,50001-75000,Southwest,1
12263,AW00012263,emmanuel13@adventure-works.com,58,"0-1 Miles","Partial College",Manual,M,0,S,0,1,1,0-25000,"United Kingdom",1
21044,AW00021044,franklin17@adventure-works.com,67,"1-2 Miles","Partial College",Manual,M,1,M,1,0,2,0-25000,"United Kingdom",1
12559,AW00012559,emmanuel15@adventure-works.com,77,"0-1 Miles",Bachelors,Clerical,M,1,M,0,0,1,0-25000,"United Kingdom",1
29368,AW00029368,jermaine0@adventure-works.com,51,"0-1 Miles",Bachelors,Professional,M,0,S,0,0,0,25001-50000,"United Kingdom",1
14299,AW00014299,jermaine1@adventure-works.com,51,"0-1 Miles",Bachelors,Professional,M,0,M,1,2,2,75001-100000,Australia,1
21034,AW00021034,jacqueline26@adventure-works.com,49,"1-2 Miles",Bachelors,Clerical,F,0,S,0,0,0,25001-50000,"United Kingdom",1
27117,AW00027117,jermaine7@adventure-works.com,52,"2-5 Miles","Graduate Degree",Professional,M,1,M,0,0,5,50001-75000,Northwest,1
25602,AW00025602,jermaine8@adventure-works.com,49,"0-1 Miles","Graduate Degree","Skilled Manual",M,1,S,0,0,0,50001-75000,Germany,1
11906,AW00011906,gabriella1@adventure-works.com,51,"0-1 Miles","Graduate Degree",Management,F,1,M,3,5,5,75001-100000,Australia,1
28927,AW00028927,jermaine9@adventure-works.com,42,"10+ Miles",Bachelors,Professional,M,1,S,2,0,0,75001-100000,Australia,1
15228,AW00015228,jermaine10@adventure-works.com,54,"0-1 Miles",Bachelors,Professional,M,0,M,2,0,0,50001-75000,Australia,1
28731,AW00028731,jermaine11@adventure-works.com,44,"2-5 Miles","High School",Manual,M,0,S,1,0,0,25001-50000,"United Kingdom",1
12181,AW00012181,katelyn2@adventure-works.com,82,"0-1 Miles","Graduate Degree",Management,F,1,M,3,3,2,"greater than 100000",Southwest,1
20221,AW00020221,kaylee2@adventure-works.com,49,"0-1 Miles","Graduate Degree",Management,F,0,M,0,0,1,"greater than 100000",Australia,1
11488,AW00011488,jermaine15@adventure-works.com,47,"1-2 Miles","Partial High School",Manual,M,1,S,2,0,0,0-25000,"United Kingdom",1
15170,AW00015170,jermaine16@adventure-works.com,63,"5-10 Miles","Partial College","Skilled Manual",M,1,M,2,0,2,75001-100000,Australia,1
16431,AW00016431,jermaine18@adventure-works.com,53,"0-1 Miles","Partial College",Clerical,M,1,S,1,2,2,25001-50000,France,1
21741,AW00021741,alexa3@adventure-works.com,62,"5-10 Miles","Partial College",Professional,F,1,M,2,0,3,50001-75000,Canada,1
21798,AW00021798,jade2@adventure-works.com,68,"2-5 Miles","Partial College",Professional,F,1,M,2,1,2,50001-75000,Northwest,1
13468,AW00013468,mariah3@adventure-works.com,58,"5-10 Miles","Partial College",Professional,F,1,S,4,2,3,75001-100000,Northwest,1
16205,AW00016205,melanie14@adventure-works.com,47,"1-2 Miles","Partial College",Clerical,F,1,S,1,2,2,25001-50000,France,1
11956,AW00011956,alexandria27@adventure-works.com,44,"5-10 Miles","High School","Skilled Manual",F,1,S,2,0,0,25001-50000,Southwest,1
24910,AW00024910,terrance5@adventure-works.com,46,"10+ Miles","High School",Management,M,1,M,3,5,0,75001-100000,Australia,1
25287,AW00025287,paige26@adventure-works.com,45,"0-1 Miles",Bachelors,Management,F,0,S,1,0,0,75001-100000,Canada,1
19424,AW00019424,terrance6@adventure-works.com,49,"0-1 Miles","High School",Manual,M,1,S,0,2,2,0-25000,"United Kingdom",1
24284,AW00024284,melissa26@adventure-works.com,43,"1-2 Miles","Partial College","Skilled Manual",F,0,S,2,0,0,25001-50000,Canada,1
11628,AW00011628,mariah6@adventure-works.com,46,"1-2 Miles","Graduate Degree","Skilled Manual",F,1,S,0,0,1,25001-50000,Southwest,1
19621,AW00019621,mariah7@adventure-works.com,60,"0-1 Miles",Bachelors,Professional,F,1,M,1,4,5,75001-100000,Australia,1
12104,AW00012104,mariah8@adventure-works.com,69,"10+ Miles","Partial College",Professional,F,1,M,2,1,4,50001-75000,Southwest,1
13369,AW00013369,mariah9@adventure-works.com,71,"5-10 Miles",Bachelors,Management,F,1,M,2,0,5,75001-100000,Northwest,1
24523,AW00024523,mariah10@adventure-works.com,50,"0-1 Miles",Bachelors,Management,F,0,M,1,0,0,75001-100000,Southwest,1
17764,AW00017764,terrance12@adventure-works.com,49,"0-1 Miles",Bachelors,Clerical,M,1,M,0,0,0,25001-50000,Germany,1
20685,AW00020685,mariah13@adventure-works.com,53,"0-1 Miles",Bachelors,Professional,F,0,M,1,0,0,25001-50000,Southwest,1
26581,AW00026581,mariah15@adventure-works.com,44,"5-10 Miles","Partial College","Skilled Manual",F,1,M,2,0,0,50001-75000,Northwest,1
25718,AW00025718,terrance15@adventure-works.com,41,"0-1 Miles","Partial College",Manual,M,0,S,0,0,0,0-25000,Australia,1
26343,AW00026343,mariah18@adventure-works.com,53,"0-1 Miles",Bachelors,Professional,F,0,S,1,0,0,25001-50000,Northwest,1
12333,AW00012333,terrance17@adventure-works.com,69,"5-10 Miles","High School",Management,M,0,M,3,1,4,75001-100000,France,1
13865,AW00013865,mariah21@adventure-works.com,46,"2-5 Miles","Graduate Degree",Professional,F,1,M,0,0,2,50001-75000,Southwest,1
13102,AW00013102,mariah23@adventure-works.com,61,"2-5 Miles","Partial College",Professional,F,1,S,1,0,2,75001-100000,Northwest,1
25973,AW00025973,mariah25@adventure-works.com,55,"0-1 Miles",Bachelors,Professional,F,0,S,2,2,4,50001-75000,Northwest,1
25465,AW00025465,mariah26@adventure-works.com,52,"0-1 Miles","High School",Manual,F,1,M,0,2,2,0-25000,"United Kingdom",1
13343,AW00013343,melanie16@adventure-works.com,76,"1-2 Miles",Bachelors,Management,F,1,M,2,0,5,75001-100000,Canada,1
16880,AW00016880,edgar3@adventure-works.com,81,"5-10 Miles","Graduate Degree",Management,M,1,M,2,0,4,50001-75000,Southwest,1
25872,AW00025872,melanie19@adventure-works.com,71,"2-5 Miles",Bachelors,Management,F,0,S,1,1,2,50001-75000,Northwest,1
21926,AW00021926,melanie20@adventure-works.com,51,"2-5 Miles","Graduate Degree",Professional,F,0,S,1,0,0,50001-75000,Northwest,1
19406,AW00019406,brooke4@adventure-works.com,58,"0-1 Miles","Partial College","Skilled Manual",F,1,M,1,0,1,50001-75000,Northwest,1
14585,AW00014585,kimberly7@adventure-works.com,48,"0-1 Miles","Graduate Degree",Professional,F,1,M,0,0,2,75001-100000,Southwest,1
11104,AW00011104,edgar11@adventure-works.com,54,"0-1 Miles",Bachelors,Professional,M,0,M,1,0,0,50001-75000,Australia,1
17747,AW00017747,franklin21@adventure-works.com,57,"0-1 Miles","Graduate Degree",Clerical,M,1,M,0,0,3,25001-50000,"United Kingdom",1
19496,AW00019496,edgar14@adventure-works.com,39,"0-1 Miles","Partial College",Clerical,M,1,S,1,3,3,25001-50000,Germany,1
19171,AW00019171,melanie29@adventure-works.com,55,"0-1 Miles","Graduate Degree",Professional,F,1,M,0,2,3,50001-75000,Southwest,1
11761,AW00011761,edgar15@adventure-works.com,51,"10+ Miles",Bachelors,Professional,M,1,S,4,5,5,50001-75000,Australia,1
21976,AW00021976,jacqueline28@adventure-works.com,55,"0-1 Miles",Bachelors,Professional,F,0,S,2,2,3,50001-75000,Australia,1
15648,AW00015648,edgar19@adventure-works.com,40,"0-1 Miles",Bachelors,Clerical,M,1,M,0,0,0,0-25000,Australia,1
18792,AW00018792,gabriella2@adventure-works.com,39,"5-10 Miles","High School","Skilled Manual",F,1,M,2,0,0,25001-50000,Northwest,1
26940,AW00026940,franklin22@adventure-works.com,60,"0-1 Miles","Graduate Degree",Clerical,M,1,S,0,0,1,25001-50000,Germany,1
11604,AW00011604,edgar21@adventure-works.com,41,"2-5 Miles","Partial College",Clerical,M,1,S,1,0,0,25001-50000,"United Kingdom",1
13304,AW00013304,sara5@adventure-works.com,62,"5-10 Miles","High School",Professional,F,1,S,0,3,4,50001-75000,Northwest,1
17080,AW00017080,katelyn3@adventure-works.com,45,"2-5 Miles","Partial College",Clerical,F,1,S,1,0,0,25001-50000,France,1
17103,AW00017103,franklin23@adventure-works.com,46,"1-2 Miles","Partial College",Clerical,M,1,M,1,1,1,25001-50000,Germany,1
11601,AW00011601,ivan8@adventure-works.com,41,"2-5 Miles","Partial College",Clerical,M,1,S,1,0,0,25001-50000,France,1
13978,AW00013978,zoe4@adventure-works.com,50,"0-1 Miles",Bachelors,Management,F,1,M,3,0,3,75001-100000,Northwest,1
17188,AW00017188,alexa4@adventure-works.com,63,"5-10 Miles","Partial College",Professional,F,1,M,4,4,3,"greater than 100000",France,1
26390,AW00026390,ivan10@adventure-works.com,63,"0-1 Miles","High School",Professional,M,1,M,3,4,3,"greater than 100000","United Kingdom",1
17354,AW00017354,ivan11@adventure-works.com,75,"5-10 Miles","Graduate Degree",Management,M,1,M,1,0,2,50001-75000,Australia,1
22032,AW00022032,ivan12@adventure-works.com,76,"0-1 Miles",Bachelors,Management,M,1,M,2,0,2,25001-50000,Australia,1
15553,AW00015553,ivan13@adventure-works.com,51,"0-1 Miles","Graduate Degree",Professional,M,0,S,1,0,0,50001-75000,Southwest,1
27872,AW00027872,ivan14@adventure-works.com,39,"0-1 Miles",Bachelors,Clerical,M,1,S,0,0,0,0-25000,Australia,1
14442,AW00014442,shelby5@adventure-works.com,53,"2-5 Miles","Partial College",Professional,F,1,S,4,2,3,"greater than 100000",Southwest,1
25305,AW00025305,ivan16@adventure-works.com,45,"0-1 Miles",Bachelors,"Skilled Manual",M,1,M,1,1,1,25001-50000,Germany,1
23408,AW00023408,ivan17@adventure-works.com,49,"0-1 Miles","Graduate Degree",Management,M,1,S,0,0,1,75001-100000,Australia,1
29366,AW00029366,dominic4@adventure-works.com,51,"0-1 Miles",Bachelors,Professional,M,0,S,0,0,0,25001-50000,"United Kingdom",1
26223,AW00026223,dominic6@adventure-works.com,46,"1-2 Miles","High School",Manual,M,0,S,1,0,0,25001-50000,Germany,1
29247,AW00029247,sara6@adventure-works.com,57,"5-10 Miles","Partial College",Professional,F,1,S,3,4,5,50001-75000,Canada,1
15289,AW00015289,katelyn4@adventure-works.com,46,"0-1 Miles","Graduate Degree","Skilled Manual",F,1,M,0,0,1,25001-50000,Southwest,1
14737,AW00014737,dominic8@adventure-works.com,64,"1-2 Miles","Partial High School",Clerical,M,1,S,2,0,3,0-25000,Northwest,1
19443,AW00019443,dominic12@adventure-works.com,67,"2-5 Miles","Partial College",Manual,M,1,M,1,0,2,0-25000,Germany,1
28246,AW00028246,alexa5@adventure-works.com,62,"0-1 Miles","Partial College",Professional,F,0,S,2,0,3,75001-100000,Northwest,1
19504,AW00019504,dominic15@adventure-works.com,56,"0-1 Miles",Bachelors,"Skilled Manual",M,1,M,1,0,1,25001-50000,France,1
11425,AW00011425,ariana5@adventure-works.com,64,"10+ Miles","High School",Professional,F,1,M,2,2,4,75001-100000,France,1
23630,AW00023630,dominic16@adventure-works.com,68,"0-1 Miles","Partial College",Management,M,0,S,3,5,3,"greater than 100000","United Kingdom",1
27590,AW00027590,dominic17@adventure-works.com,51,"2-5 Miles",Bachelors,Professional,M,1,M,1,2,2,50001-75000,Australia,1
13693,AW00013693,dominic19@adventure-works.com,47,"1-2 Miles","Partial High School",Manual,M,0,S,2,0,0,0-25000,"United Kingdom",1
26600,AW00026600,michelle7@adventure-works.com,54,"0-1 Miles",Bachelors,"Skilled Manual",F,0,S,2,2,4,50001-75000,Southwest,1
14101,AW00014101,franklin26@adventure-works.com,76,"0-1 Miles",Bachelors,Management,M,1,M,2,0,2,25001-50000,Australia,1
17127,AW00017127,makayla6@adventure-works.com,73,"10+ Miles","High School",Professional,F,1,S,2,0,4,25001-50000,Northwest,1
21585,AW00021585,trinity5@adventure-works.com,46,"2-5 Miles",Bachelors,"Skilled Manual",F,1,M,0,1,1,25001-50000,Northwest,1
14914,AW00014914,arianna27@adventure-works.com,61,"1-2 Miles","Partial College",Clerical,F,1,M,1,0,1,25001-50000,Southwest,1
15116,AW00015116,mackenzie5@adventure-works.com,68,"5-10 Miles","Partial College",Management,F,0,M,4,4,3,75001-100000,Germany,1
17195,AW00017195,franklin27@adventure-works.com,74,"10+ Miles","High School",Professional,M,1,M,2,1,5,50001-75000,France,1
19434,AW00019434,geoffrey6@adventure-works.com,49,"0-1 Miles",Bachelors,Clerical,M,1,S,0,0,0,25001-50000,France,1
26188,AW00026188,geoffrey8@adventure-works.com,78,"5-10 Miles",Bachelors,Management,M,1,M,2,0,2,25001-50000,Australia,1
15435,AW00015435,geoffrey10@adventure-works.com,72,"5-10 Miles","Partial College",Clerical,M,1,S,2,0,2,25001-50000,Australia,1
24353,AW00024353,andrea7@adventure-works.com,58,"2-5 Miles","Partial College","Skilled Manual",F,1,M,1,0,1,50001-75000,Southwest,1
27183,AW00027183,geoffrey12@adventure-works.com,47,"1-2 Miles","Partial College",Clerical,M,1,S,1,2,2,25001-50000,Germany,1
19963,AW00019963,geoffrey13@adventure-works.com,44,"10+ Miles","Partial High School",Professional,M,1,M,4,5,0,"greater than 100000",Australia,1
17154,AW00017154,geoffrey15@adventure-works.com,69,"2-5 Miles",Bachelors,Management,M,1,M,0,1,2,50001-75000,Southwest,1
